spot_id,TRAVEL_ID,rating
spot_1154,d_d001360,4
spot_39,d_d005862,5
spot_1618,d_d001836,5
spot_8,d_d000036,4
spot_82,d_d011528,5
spot_480,d_d004453,5
spot_1623,d_d005215,4
spot_39,d_d006312,4
spot_357,d_d001521,4
spot_31,d_d002761,4
spot_744,d_d004698,4
spot_166,d_d000173,4
spot_209,d_d002402,5
spot_132,d_d003045,5
spot_93,d_d001987,5
spot_1626,d_d008022,4
spot_156,d_d009165,5
spot_166,d_d009421,4
spot_461,d_d004410,5
spot_717,d_d002451,5
spot_8,d_d009909,5
spot_383,d_d002953,5
spot_149,d_d003510,5
spot_149,d_d002054,5
spot_1627,d_d005569,4
spot_93,d_d007742,4
spot_300,d_d003135,5
spot_39,d_d010606,4
spot_1286,d_d004042,5
spot_81,d_d007987,5
spot_166,d_d004905,4
spot_30,d_d002253,5
spot_186,d_d001832,5
spot_158,d_d006984,5
spot_1631,d_d001678,5
spot_166,d_d004251,5
spot_31,d_d009259,5
spot_119,d_d002613,5
spot_1632,d_d000914,5
spot_62,d_d002005,4
spot_303,d_d009145,4
spot_1163,d_d002819,4
spot_89,d_d010442,5
spot_1635,d_d005747,5
spot_931,d_d001763,4
spot_132,d_d007500,5
spot_144,d_d008255,5
spot_40,d_d003422,4
spot_503,d_d001735,4
spot_39,d_d010336,5
spot_315,d_d005329,4
spot_12,d_d009157,5
spot_315,d_d003370,5
spot_39,d_d004698,5
spot_24,d_d004914,4
spot_480,d_d009379,4
spot_1430,d_d001625,4
spot_39,d_d004370,5
spot_606,d_d000870,5
spot_147,d_d006867,5
spot_82,d_d010383,4
spot_255,d_d002170,4
spot_233,d_d004656,5
spot_19,d_d000203,5
spot_82,d_d000222,4
spot_296,d_d001924,5
spot_699,d_d002944,4
spot_267,d_d003180,5
spot_166,d_d002527,5
spot_373,d_d001527,5
spot_155,d_d000044,5
spot_209,d_d003287,4
spot_333,d_d000560,5
spot_1646,d_d002170,4
spot_265,d_d012263,5
spot_8,d_d005997,5
spot_390,d_d009301,4
spot_155,d_d000840,5
spot_128,d_d002038,5
spot_69,d_d002094,5
spot_166,d_d002318,5
spot_8,d_d001376,5
spot_93,d_d000547,5
spot_337,d_d011264,5
spot_119,d_d008255,5
spot_115,d_d002096,4
spot_209,d_d001775,5
spot_149,d_d004772,5
spot_162,d_d010185,5
spot_166,d_d004842,5
spot_1652,d_d000169,5
spot_690,d_d004633,4
spot_610,d_d001658,4
spot_728,d_d007388,5
spot_1653,d_d001613,5
spot_211,d_d006195,5
spot_81,d_d004550,4
spot_8,d_d000483,5
spot_81,d_d004710,5
spot_209,d_d001994,5
spot_40,d_d004316,4
spot_16,d_d000214,4
spot_232,d_d006709,4
spot_162,d_d000209,4
spot_1654,d_d001927,5
spot_1351,d_d003951,5
spot_55,d_d008081,5
spot_162,d_d002288,4
spot_240,d_d012235,5
spot_119,d_d011384,4
spot_209,d_d004730,4
spot_40,d_d001993,4
spot_1657,d_d001648,4
spot_69,d_d005738,4
spot_29,d_d007907,4
spot_213,d_d010281,5
spot_115,d_d002308,4
spot_119,d_d010363,4
spot_1659,d_d003119,5
spot_144,d_d009637,4
spot_1660,d_d001339,5
spot_16,d_d001793,4
spot_119,d_d003861,4
spot_81,d_d005964,5
spot_24,d_d002732,5
spot_415,d_d004449,5
spot_1664,d_d001504,4
spot_1585,d_d009283,5
spot_360,d_d003232,4
spot_1666,d_d003527,5
spot_911,d_d005811,4
spot_82,d_d008994,4
spot_336,d_d007128,4
spot_391,d_d000395,4
spot_1668,d_d007486,5
spot_75,d_d012439,4
spot_1669,d_d000159,5
spot_687,d_d003622,4
spot_1672,d_d000770,5
spot_590,d_d009007,5
spot_16,d_d006855,5
spot_503,d_d002891,5
spot_93,d_d009165,5
spot_968,d_d000101,5
spot_9,d_d001281,5
spot_69,d_d000033,4
spot_82,d_d000046,4
spot_209,d_d009073,5
spot_9,d_d010172,4
spot_9,d_d001347,5
spot_1675,d_d007968,4
spot_296,d_d001642,5
spot_19,d_d006170,4
spot_1119,d_d001350,4
spot_16,d_d000672,4
spot_776,d_d004015,4
spot_446,d_d005816,5
spot_337,d_d000302,4
spot_629,d_d002564,5
spot_277,d_d008180,5
spot_1678,d_d010870,5
spot_1679,d_d009086,4
spot_1681,d_d009029,5
spot_480,d_d001275,5
spot_418,d_d001124,4
spot_1683,d_d006060,5
spot_9,d_d009099,5
spot_24,d_d009751,5
spot_1204,d_d009002,5
spot_432,d_d000791,5
spot_94,d_d002308,5
spot_1685,d_d001444,5
spot_89,d_d000345,4
spot_162,d_d009181,5
spot_119,d_d002213,4
spot_119,d_d001198,4
spot_39,d_d007152,5
spot_541,d_d000407,4
spot_964,d_d003313,5
spot_982,d_d000812,5
spot_168,d_d001916,4
spot_826,d_d002105,5
spot_16,d_d002514,5
spot_40,d_d002872,5
spot_209,d_d004738,5
spot_800,d_d001281,5
spot_1690,d_d001628,5
spot_126,d_d012393,4
spot_1691,d_d003501,4
spot_620,d_d009103,4
spot_200,d_d002432,4
spot_132,d_d001982,4
spot_39,d_d001662,4
spot_39,d_d008975,5
spot_1695,d_d009808,5
spot_1696,a_a003610,4
spot_211,d_d006312,5
spot_1430,d_d009265,5
spot_19,d_d001514,4
spot_250,d_d001666,5
spot_430,d_d004738,4
spot_1698,d_d001753,5
spot_166,d_d000451,5
spot_115,d_d000326,4
spot_232,d_d004550,5
spot_1699,d_d000628,5
spot_303,d_d001374,5
spot_503,d_d010548,5
spot_690,d_d003845,5
spot_1701,d_d001934,5
spot_115,d_d010671,4
spot_16,d_d004321,4
spot_250,d_d002308,5
spot_115,d_d004248,5
spot_373,d_d006245,5
spot_147,d_d009379,4
spot_1703,d_d002643,5
spot_378,d_d004098,5
spot_12,d_d006322,4
spot_322,d_d003131,5
spot_22,d_d005475,4
spot_94,d_d007146,5
spot_139,d_d010253,5
spot_698,d_d009398,4
spot_29,d_d004179,4
spot_1651,d_d009270,5
spot_132,d_d001315,5
spot_520,d_d010490,5
spot_1706,d_d001934,5
spot_4,d_d001470,5
spot_200,d_d005241,5
spot_243,d_d002681,4
spot_31,d_d002838,4
spot_330,d_d004115,4
spot_366,d_d007128,4
spot_209,d_d003993,5
spot_166,d_d003795,4
spot_383,d_d000072,4
spot_1710,d_d001765,4
spot_1396,d_d004834,5
spot_40,d_d003031,4
spot_40,d_d002094,4
spot_166,d_d007365,5
spot_155,d_d000712,5
spot_40,d_d003234,5
spot_885,d_d003566,4
spot_213,d_d000895,5
spot_119,d_d005329,5
spot_1716,d_d003561,5
spot_119,d_d006984,4
spot_21,d_d001729,5
spot_206,d_d005819,4
spot_1717,d_d000498,5
spot_296,d_d012388,4
spot_1718,d_d002965,4
spot_111,d_d001805,5
spot_404,d_d009215,4
spot_82,d_d001126,5
spot_1722,d_d011264,5
spot_85,d_d002283,4
spot_40,d_d001454,4
spot_1723,d_d002869,5
spot_8,d_d002342,4
spot_1484,d_d004203,5
spot_92,d_d010344,5
spot_325,d_d010253,5
spot_148,d_d000033,4
spot_278,d_d010185,4
spot_360,d_d002910,4
spot_29,d_d005350,5
spot_40,d_d003951,5
spot_329,d_d003000,5
spot_620,d_d002961,4
spot_10,d_d001728,4
spot_155,d_d011698,5
spot_931,d_d001454,4
spot_39,d_d000296,5
spot_66,d_d008228,4
spot_24,d_d001918,5
spot_139,d_d006778,5
spot_119,d_d001495,5
spot_166,d_d002456,4
spot_39,d_d005222,4
spot_89,d_d003297,4
spot_302,d_d000285,5
spot_94,d_d001657,4
spot_119,d_d000552,4
spot_156,d_d000315,5
spot_774,d_d002009,4
spot_697,d_d006952,5
spot_1731,d_d004343,5
spot_3,d_d000870,5
spot_132,d_d008255,5
spot_1732,d_d007930,5
spot_16,d_d001468,5
spot_1733,d_d002351,5
spot_606,d_d005747,5
spot_89,d_d002221,5
spot_1736,d_d009242,5
spot_531,d_d009403,5
spot_94,d_d006713,5
spot_233,d_d004943,4
spot_120,d_d003543,5
spot_16,d_d001340,5
spot_1396,d_d004334,4
spot_1738,d_d009158,5
spot_1739,d_d010667,4
spot_39,d_d008255,5
spot_1514,d_d005979,5
spot_115,d_d001367,5
spot_248,d_d000048,5
spot_132,d_d000108,4
spot_119,d_d002015,4
spot_156,d_d007759,4
spot_39,a_a011544,5
spot_1085,d_d005001,4
spot_224,d_d003814,5
spot_21,d_d000388,5
spot_10,d_d008987,5
spot_82,d_d003212,5
spot_1743,d_d006321,5
spot_1745,d_d002009,4
spot_1747,d_d007630,5
spot_132,d_d002667,5
spot_148,d_d005209,4
spot_166,d_d000699,4
spot_119,d_d002744,4
spot_437,d_d001713,4
spot_1751,d_d002541,5
spot_265,d_d007081,4
spot_720,d_d000769,5
spot_119,d_d000036,4
spot_119,d_d003518,4
spot_525,d_d002856,5
spot_572,d_d000159,4
spot_793,d_d002864,5
spot_69,d_d002382,4
spot_16,d_d003099,5
spot_1756,d_d001060,5
spot_1757,d_d006245,5
spot_233,d_d002933,4
spot_54,d_d003951,4
spot_3,d_d010217,5
spot_219,d_d007184,5
spot_82,d_d001473,5
spot_1584,d_d006711,5
spot_1758,d_d000584,4
spot_1761,d_d001629,4
spot_717,d_d005998,4
spot_1762,d_d002780,5
spot_1028,d_d000621,5
spot_46,d_d000206,4
spot_128,d_d010534,4
spot_337,d_d003845,5
spot_296,d_d009828,4
spot_1159,d_d008180,4
spot_414,d_d004874,5
spot_139,d_d012388,4
spot_1763,d_d003157,5
spot_19,d_d001259,5
spot_579,d_d004915,5
spot_119,d_d010183,4
spot_46,d_d005060,5
spot_1765,d_d006946,4
spot_24,d_d007987,5
spot_200,d_d002170,5
spot_148,d_d000141,4
spot_357,d_d000499,4
spot_119,d_d001347,4
spot_93,d_d005357,4
spot_120,d_d006277,4
spot_245,d_d000214,4
spot_22,d_d002522,5
spot_3,d_d000344,5
spot_156,d_d009189,4
spot_155,d_d000692,5
spot_92,d_d006110,4
spot_91,d_d000990,5
spot_262,d_d000119,4
spot_209,d_d002953,4
spot_1768,d_d000852,4
spot_206,d_d000326,4
spot_962,d_d009157,4
spot_54,d_d000794,5
spot_774,d_d000479,4
spot_1771,d_d000770,5
spot_203,d_d009890,4
spot_9,a_a011544,5
spot_250,d_d002495,5
spot_867,d_d009886,5
spot_155,d_d012256,4
spot_42,d_d001589,4
spot_750,d_d002835,4
spot_126,d_d002085,5
spot_89,d_d007798,4
spot_422,d_d000955,5
spot_160,d_d001281,4
spot_1776,d_d000689,5
spot_251,d_d002264,5
spot_156,d_d010230,4
spot_82,d_d001994,4
spot_24,d_d003510,5
spot_119,d_d002507,5
spot_578,d_d005204,4
spot_644,d_d005892,5
spot_265,d_d002080,4
spot_93,d_d009017,5
spot_1531,d_d000423,4
spot_120,d_d000288,4
spot_302,d_d006836,4
spot_1415,d_d006984,5
spot_82,d_d001648,5
spot_19,d_d001559,5
spot_24,d_d000752,4
spot_350,d_d000373,5
spot_1781,d_d002464,5
spot_119,d_d006191,4
spot_42,d_d001878,4
spot_688,d_d011086,5
spot_918,d_d003989,5
spot_950,d_d002034,4
spot_1001,d_d000395,5
spot_97,d_d005446,5
spot_69,d_d000025,5
spot_1785,d_d008161,5
spot_39,d_d000169,5
spot_286,d_d002288,5
spot_188,d_d002052,5
spot_166,d_d004817,4
spot_1786,d_d000672,5
spot_380,d_d001279,5
spot_380,d_d006390,5
spot_1788,d_d002513,5
spot_1789,d_d006305,5
spot_119,d_d003917,5
spot_10,d_d010109,5
spot_39,d_d000105,4
spot_7,d_d000268,5
spot_42,d_d004522,4
spot_337,d_d001877,5
spot_206,d_d000419,5
spot_1791,d_d005204,5
spot_156,d_d004618,4
spot_391,d_d000120,5
spot_1792,d_d009439,5
spot_213,d_d009042,5
spot_360,d_d008980,5
spot_10,d_d002351,5
spot_16,d_d003049,4
spot_330,d_d002251,5
spot_57,d_d000987,4
spot_446,d_d000966,5
spot_82,d_d001216,5
spot_1796,d_d002135,5
spot_115,d_d004656,4
spot_149,d_d000122,5
spot_211,d_d005076,5
spot_16,d_d003050,4
spot_82,d_d004834,5
spot_628,d_d005254,4
spot_21,d_d002611,4
spot_75,d_d000898,4
spot_1797,d_d001410,4
spot_94,d_d006390,5
spot_213,d_d003270,5
spot_366,d_d001315,5
spot_1799,d_d001436,4
spot_712,d_d006028,4
spot_1025,d_d006098,4
spot_841,d_d001683,4
spot_39,d_d004883,4
spot_89,d_d006839,5
spot_119,d_d002349,5
spot_69,d_d000265,4
spot_209,d_d009147,5
spot_1557,d_d004783,4
spot_391,d_d002965,5
spot_1805,d_d012340,5
spot_572,d_d010069,5
spot_82,d_d006262,5
spot_1806,d_d002426,5
spot_498,d_d001785,4
spot_598,d_d001839,4
spot_1474,d_d001242,5
spot_31,d_d002678,4
spot_1807,d_d010870,4
spot_632,d_d000228,5
spot_81,d_d002768,5
spot_16,d_d002264,5
spot_628,d_d004753,4
spot_1810,d_d000226,5
spot_16,d_d001369,5
spot_148,d_d003445,4
spot_265,d_d006245,5
spot_75,d_d000768,4
spot_1813,d_d006951,5
spot_373,d_d001835,4
spot_1814,d_d001821,4
spot_512,d_d003951,4
spot_1816,d_d000080,5
spot_712,d_d009631,5
spot_82,d_d000747,5
spot_89,d_d000801,4
spot_1528,d_d007963,5
spot_57,d_d003977,5
spot_1495,d_d007770,5
spot_277,d_d010367,4
spot_1820,d_d000328,5
spot_119,d_d008242,4
spot_380,d_d007901,5
spot_161,d_d002564,4
spot_430,d_d000429,4
spot_8,d_d004065,4
spot_16,d_d000480,5
spot_250,d_d000466,4
spot_39,d_d002447,4
spot_328,d_d005299,5
spot_416,d_d004157,5
spot_209,d_d000431,5
spot_166,d_d010578,5
spot_250,d_d010230,4
spot_416,d_d010911,5
spot_19,d_d011757,4
spot_11,d_d000203,4
spot_365,d_d003620,5
spot_54,d_d000494,4
spot_10,d_d001841,5
spot_148,d_d006219,4
spot_1827,d_d000190,4
spot_24,d_d009418,5
spot_119,d_d007548,5
spot_1059,d_d002642,5
spot_31,d_d005896,5
spot_62,d_d000479,5
spot_16,d_d009825,5
spot_89,d_d001757,5
spot_303,d_d003125,5
spot_1334,d_d007728,4
spot_8,d_d002514,5
spot_1828,d_d008100,5
spot_422,d_d002643,5
spot_31,d_d010328,5
spot_161,d_d000776,5
spot_206,d_d000718,5
spot_42,d_d000874,5
spot_461,d_d005241,5
spot_81,d_d001800,5
spot_296,d_d000881,5
spot_155,d_d004161,5
spot_205,d_d002269,4
spot_800,d_d004908,5
spot_119,d_d009091,5
spot_247,d_d010557,4
spot_251,d_d000396,5
spot_188,d_d001993,4
spot_10,d_d001374,4
spot_380,d_d003005,5
spot_296,d_d003134,4
spot_9,d_d009794,5
spot_15,d_d000500,4
spot_1837,d_d000669,4
spot_1839,d_d003517,5
spot_326,d_d009394,4
spot_147,d_d007870,5
spot_1842,d_d000501,5
spot_229,d_d001557,5
spot_8,d_d001353,5
spot_82,d_d012354,5
spot_1756,d_d009165,4
spot_120,d_d002103,4
spot_1806,d_d007600,5
spot_1844,d_d006021,4
spot_296,d_d010109,5
spot_40,d_d010348,4
spot_688,d_d000547,5
spot_1757,d_d003049,4
spot_718,d_d005915,4
spot_69,d_d005357,5
spot_57,d_d009818,5
spot_156,d_d005742,5
spot_1204,d_d003000,5
spot_139,d_d002747,5
spot_1855,d_d002768,5
spot_158,d_d012263,5
spot_1856,d_d006110,4
spot_1857,d_d003918,5
spot_119,d_d007629,4
spot_82,d_d002747,5
spot_531,d_d010436,5
spot_885,d_d003696,5
spot_111,d_d004730,5
spot_305,d_d002713,4
spot_251,d_d002447,5
spot_698,d_d010850,5
spot_54,d_d001357,4
spot_75,d_d001783,4
spot_591,d_d004830,5
spot_16,a_a004595,5
spot_1865,d_d003762,5
spot_119,d_d001260,5
spot_1868,d_d001418,5
spot_1869,d_d005896,5
spot_166,d_d009988,4
spot_286,d_d005050,5
spot_1432,d_d009484,5
spot_9,d_d001350,5
spot_40,d_d001655,5
spot_1514,d_d005977,5
spot_149,d_d011722,5
spot_40,d_d004849,5
spot_1871,d_d000664,5
spot_942,d_d011821,5
spot_168,d_d006130,5
spot_115,d_d000487,4
spot_1872,d_d011515,4
spot_119,d_d009379,4
spot_380,d_d004103,4
spot_1874,d_d005050,4
spot_24,d_d002785,4
spot_75,d_d010373,5
spot_1877,d_d011721,5
spot_329,d_d007947,4
spot_159,d_d002094,5
spot_62,d_d009014,5
spot_119,d_d010462,5
spot_1878,d_d000141,4
spot_8,d_d002264,5
spot_1557,d_d009041,4
spot_92,d_d007377,5
spot_39,d_d004961,5
spot_1882,d_d004849,4
spot_82,d_d003463,4
spot_149,d_d005310,4
spot_1883,d_d000682,4
spot_132,d_d002264,5
spot_119,d_d000755,5
spot_1884,d_d006951,5
spot_132,d_d001671,4
spot_296,d_d005963,5
spot_418,d_d004203,5
spot_92,d_d001653,5
spot_337,d_d003789,4
spot_817,d_d011471,5
spot_1888,d_d001504,4
spot_1891,d_d002115,5
spot_277,d_d009925,5
spot_233,d_d002485,5
spot_1651,d_d009007,4
spot_240,d_d008975,4
spot_572,d_d001399,5
spot_111,d_d001374,4
spot_144,d_d002664,4
spot_224,d_d000451,4
spot_296,d_d007735,5
spot_1892,d_d000846,4
spot_82,d_d001785,4
spot_763,d_d010686,5
spot_1895,d_d006036,5
spot_39,d_d005761,5
spot_119,d_d006732,5
spot_1047,d_d003840,5
spot_1896,d_d003458,5
spot_884,d_d006672,4
spot_69,d_d004850,4
spot_656,d_d004444,4
spot_15,d_d003030,5
spot_162,d_d006919,4
spot_895,d_d012263,4
spot_206,d_d006862,4
spot_209,d_d001841,4
spot_1586,d_d005534,4
spot_1652,d_d000955,5
spot_119,d_d002850,4
spot_895,d_d002634,5
spot_423,d_d001060,5
spot_120,d_d002363,4
spot_39,d_d002507,5
spot_423,d_d001883,4
spot_115,d_d003886,5
spot_40,d_d003928,5
spot_7,d_d005892,4
spot_698,d_d002114,4
spot_390,d_d003030,5
spot_380,d_d001588,5
spot_240,d_d001662,4
spot_89,d_d009439,4
spot_718,d_d000889,5
spot_213,d_d001403,4
spot_9,d_d006855,4
spot_211,d_d010231,5
spot_166,d_d009068,4
spot_115,d_d005915,4
spot_1909,d_d004138,5
spot_16,d_d004583,5
spot_1910,d_d010231,5
spot_93,d_d010667,5
spot_676,d_d000214,4
spot_93,d_d001856,5
spot_168,d_d000396,4
spot_166,d_d002264,5
spot_632,d_d004031,4
spot_1911,d_d005146,4
spot_101,d_d009620,5
spot_42,d_d000761,5
spot_141,d_d010253,4
spot_110,d_d001391,4
spot_774,d_d000148,4
spot_3,d_d005955,4
spot_218,d_d008247,5
spot_245,d_d010758,5
spot_111,d_d006121,5
spot_19,d_d000842,5
spot_9,d_d009621,5
spot_82,d_d000108,4
spot_120,d_d005620,4
spot_750,d_d001625,4
spot_717,d_d000802,5
spot_16,d_d002713,4
spot_858,d_d004214,5
spot_119,d_d001403,4
spot_89,d_d000418,4
spot_1190,d_d001707,5
spot_119,d_d002033,4
spot_209,d_d000219,4
spot_8,d_d002419,5
spot_1916,d_d002273,4
spot_452,d_d002147,5
spot_16,d_d002166,4
spot_296,d_d000374,5
spot_39,d_d001916,4
spot_712,d_d000810,4
spot_82,d_d010075,4
spot_247,d_d002363,4
spot_22,d_d004982,5
spot_918,d_d002944,4
spot_1918,d_d012203,5
spot_1919,d_d003619,4
spot_937,d_d003649,4
spot_1920,d_d002821,5
spot_156,d_d001260,5
spot_1922,d_d010238,4
spot_168,d_d002766,5
spot_93,d_d000825,4
spot_278,d_d002239,4
spot_115,d_d010369,5
spot_654,a_a012195,4
spot_200,d_d002015,4
spot_1270,d_d007013,4
spot_3,d_d010668,4
spot_1695,d_d000275,5
spot_1282,d_d002758,5
spot_248,d_d000372,5
spot_1025,d_d003042,4
spot_119,d_d001457,5
spot_147,d_d003239,5
spot_31,d_d001883,4
spot_119,d_d003005,4
spot_211,d_d011086,5
spot_42,d_d007484,4
spot_16,d_d002640,5
spot_128,d_d000912,5
spot_31,d_d009089,5
spot_82,d_d000218,4
spot_82,d_d001473,5
spot_3,d_d001580,5
spot_1154,d_d011890,4
spot_147,d_d002283,4
spot_119,d_d001470,5
spot_1929,d_d003928,5
spot_760,d_d008117,4
spot_752,d_d001160,5
spot_82,d_d001839,4
spot_446,d_d009042,5
spot_39,d_d004914,4
spot_119,d_d007488,5
spot_1934,d_d005979,5
spot_820,d_d002158,4
spot_397,d_d002976,5
spot_75,d_d005896,4
spot_1935,d_d007401,5
spot_1937,d_d007728,5
spot_307,d_d002306,4
spot_42,d_d006018,4
spot_477,d_d003432,5
spot_19,d_d010389,5
spot_1134,d_d007452,5
spot_251,d_d007127,5
spot_1072,d_d004756,4
spot_710,d_d009194,5
spot_16,d_d006711,5
spot_7,d_d004888,5
spot_8,d_d002423,5
spot_932,d_d009816,5
spot_9,d_d007634,5
spot_166,d_d001775,5
spot_93,d_d000412,4
spot_39,d_d007759,5
spot_93,d_d003867,5
spot_93,d_d003270,5
spot_1946,d_d000718,4
spot_119,d_d000552,5
spot_166,d_d007600,5
spot_1947,d_d000012,5
spot_718,d_d002440,5
spot_322,d_d011177,5
spot_69,d_d002208,5
spot_139,d_d002816,5
spot_1948,d_d009816,5
spot_817,d_d000589,5
spot_144,d_d010997,5
spot_1949,d_d003609,5
spot_19,d_d000811,4
spot_86,d_d002080,5
spot_16,d_d005344,5
spot_414,d_d000391,4
spot_75,d_d000692,4
spot_1236,d_d006753,4
spot_380,d_d003736,5
spot_139,d_d000072,4
spot_149,d_d000572,4
spot_166,d_d009301,5
spot_115,d_d007942,4
spot_55,d_d007835,5
spot_1147,d_d010075,5
spot_250,d_d010462,5
spot_341,d_d001934,5
spot_24,d_d009301,4
spot_115,d_d001728,4
spot_112,d_d001485,4
spot_166,d_d006753,4
spot_1737,d_d002539,4
spot_128,d_d010849,5
spot_16,d_d003456,5
spot_718,d_d006060,5
spot_54,d_d002847,5
spot_1218,d_d004982,5
spot_69,d_d001527,4
spot_62,d_d000030,5
spot_245,d_d004491,5
spot_209,d_d002098,4
spot_219,d_d002165,4
spot_211,d_d011377,4
spot_531,d_d000840,5
spot_1314,d_d004827,5
spot_931,d_d000666,4
spot_62,d_d000241,5
spot_247,d_d002176,5
spot_867,d_d001970,5
spot_132,d_d009800,5
spot_205,d_d004486,4
spot_91,d_d000990,5
spot_937,d_d006919,5
spot_1811,d_d000278,4
spot_132,d_d004201,4
spot_1959,d_d000228,5
spot_75,d_d002771,5
spot_128,d_d000343,4
spot_156,d_d000475,4
spot_1961,d_d001737,5
spot_21,d_d000790,5
spot_315,d_d012248,5
spot_1499,d_d004838,4
spot_82,d_d000546,5
spot_1963,d_d000770,5
spot_34,d_d007963,5
spot_480,d_d000030,5
spot_348,d_d005979,5
spot_82,d_d000534,5
spot_19,d_d001629,4
spot_333,d_d005987,5
spot_209,d_d001535,5
spot_531,d_d001406,4
spot_1966,d_d006189,4
spot_206,d_d003731,5
spot_21,d_d005215,4
spot_259,d_d001387,4
spot_541,d_d006917,4
spot_1028,d_d000682,5
spot_16,d_d004945,4
spot_166,d_d009350,4
spot_250,d_d006709,5
spot_69,d_d000518,5
spot_211,d_d001030,4
spot_385,d_d011816,5
spot_931,d_d000130,4
spot_245,d_d000326,5
spot_119,d_d012472,4
spot_224,d_d000274,5
spot_1467,d_d003575,5
spot_22,d_d001160,4
spot_462,d_d002503,4
spot_296,d_d009647,4
spot_8,d_d001843,4
spot_265,d_d001083,5
spot_158,d_d002111,4
spot_379,d_d005222,4
spot_205,d_d003629,5
spot_1974,d_d000747,5
spot_9,d_d011429,5
spot_54,d_d008221,4
spot_265,d_d008001,4
spot_1635,d_d005747,5
spot_142,d_d004049,4
spot_531,d_d006984,5
spot_842,d_d004284,5
spot_1977,d_d007017,4
spot_119,d_d001625,4
spot_40,d_d007893,4
spot_1979,d_d009086,5
spot_223,d_d006310,4
spot_81,d_d002054,4
spot_477,d_d001378,5
spot_380,d_d004588,4
spot_54,d_d009683,4
spot_211,d_d003120,4
spot_82,d_d004446,5
spot_62,d_d000208,4
spot_166,d_d009697,5
spot_31,d_d002308,5
spot_1001,d_d002958,4
spot_954,d_d002351,5
spot_132,d_d002485,4
spot_119,d_d012421,4
spot_233,d_d003742,4
spot_533,d_d005520,5
spot_955,d_d009653,5
spot_120,d_d002273,5
spot_126,d_d002732,5
spot_240,d_d002421,5
spot_213,d_d009263,5
spot_82,d_d002771,5
spot_4,d_d012235,4
spot_54,d_d007848,5
spot_674,d_d009732,5
spot_19,d_d001908,4
spot_411,d_d006689,4
spot_132,d_d003962,5
spot_119,d_d002428,4
spot_713,d_d000790,5
spot_1986,d_d001615,4
spot_1021,d_d001394,5
spot_16,d_d006977,5
spot_3,d_d005574,4
spot_119,d_d000746,4
spot_452,d_d008030,4
spot_156,d_d012054,5
spot_1988,d_d002885,4
spot_867,d_d007870,5
spot_741,d_d003098,5
spot_119,d_d001585,5
spot_19,d_d010671,5
spot_505,d_d001916,4
spot_286,d_d002527,5
spot_82,d_d003287,5
spot_8,d_d009045,4
spot_380,d_d001413,5
spot_1124,d_d004338,4
spot_1236,d_d002432,4
spot_132,d_d001729,5
spot_8,d_d001403,5
spot_525,d_d001801,5
spot_494,d_d003047,5
spot_69,d_d009946,4
spot_115,d_d008208,4
spot_430,d_d002944,4
spot_200,d_d007844,4
spot_931,d_d003657,4
spot_350,d_d009825,5
spot_307,d_d010369,5
spot_1994,d_d002034,4
spot_397,d_d001411,4
spot_296,d_d001637,5
spot_265,d_d002308,4
spot_110,d_d001586,5
spot_265,d_d000466,4
spot_763,d_d000161,4
spot_75,d_d004021,4
spot_1998,d_d009647,4
spot_1999,d_d009833,5
spot_2000,d_d004461,5
spot_119,d_d000381,4
spot_119,d_d001399,4
spot_132,d_d008222,5
spot_1022,d_d009379,4
spot_147,d_d002529,4
spot_19,d_d001147,5
spot_19,d_d001360,4
spot_16,d_d003563,5
spot_888,d_d005896,4
spot_462,d_d004070,4
spot_503,d_d004529,5
spot_1562,d_d002262,5
spot_2003,d_d000274,5
spot_93,d_d001378,5
spot_2007,d_d001103,5
spot_166,d_d005222,4
spot_2009,d_d003989,5
spot_158,d_d000630,5
spot_213,d_d000516,5
spot_16,d_d004801,5
spot_39,d_d004753,4
spot_2013,d_d003649,4
spot_82,d_d009350,4
spot_867,d_d001970,4
spot_1350,d_d000391,5
spot_61,d_d004334,4
spot_632,d_d009718,5
spot_233,d_d008050,5
spot_2017,d_d010363,4
spot_120,d_d001893,4
spot_689,d_d012335,4
spot_132,d_d001315,5
spot_119,d_d002706,5
spot_168,d_d002358,4
spot_82,d_d002969,4
spot_608,d_d001559,5
spot_218,d_d002158,4
spot_2020,d_d005584,4
spot_8,d_d001624,5
spot_2021,d_d005344,4
spot_1584,d_d003798,4
spot_1204,d_d002642,5
spot_2022,d_d007942,5
spot_867,d_d001331,5
spot_462,d_d001779,5
spot_885,d_d004399,4
spot_373,d_d011538,5
spot_1236,d_d007806,4
spot_307,d_d001046,5
spot_120,d_d009717,4
spot_45,d_d003543,5
spot_81,d_d010231,5
spot_129,d_d004802,5
spot_1720,d_d005882,5
spot_39,d_d010245,5
spot_2027,d_d004633,5
spot_149,d_d002732,5
spot_337,d_d003586,4
spot_224,d_d000234,4
spot_720,d_d001410,5
spot_19,d_d005997,5
spot_206,d_d001934,5
spot_219,d_d003456,5
spot_219,d_d001598,4
spot_185,d_d000878,5
spot_16,d_d002308,4
spot_94,d_d002841,4
spot_162,d_d003650,5
spot_8,d_d004753,4
spot_2030,d_d004100,4
spot_717,d_d012472,5
spot_211,d_d002327,4
spot_328,d_d001485,4
spot_499,d_d001934,5
spot_39,d_d004730,5
spot_2032,d_d001765,5
spot_39,d_d009470,4
spot_541,d_d003563,4
spot_2034,d_d001661,4
