user,item,label
d_d005357,spot_66,4.0
d_d006277,spot_83,4.0
d_d000214,spot_147,4.0
d_d002522,spot_19,5.0
d_d000344,spot_2,5.0
d_d009189,spot_103,4.0
d_d000692,spot_102,5.0
d_d000265,spot_256,3.0
d_d006110,spot_65,4.0
d_d000990,spot_64,5.0
d_d006120,spot_829,3.0
d_d010334,spot_270,3.0
d_d009242,spot_10,3.0
d_d002953,spot_130,4.0
d_d000326,spot_129,4.0
d_d000794,spot_41,5.0
d_d009890,spot_127,4.0
a_a011544,spot_7,5.0
d_d012256,spot_102,4.0
d_d001589,spot_33,4.0
d_d002835,spot_151,4.0
d_d002085,spot_86,5.0
d_d007798,spot_62,4.0
d_d000955,spot_241,5.0
d_d004072,spot_82,3.0
d_d001281,spot_106,4.0
d_d000689,spot_832,5.0
d_d002264,spot_151,5.0
d_d010230,spot_103,4.0
d_d001542,spot_130,3.0
d_d001994,spot_58,4.0
d_d002507,spot_82,5.0
d_d005892,spot_355,5.0
d_d009017,spot_66,5.0
d_d000423,spot_731,4.0
d_d000288,spot_83,4.0
d_d006836,spot_179,4.0
d_d001648,spot_58,5.0
d_d001559,spot_16,5.0
d_d000373,spot_201,5.0
d_d006191,spot_82,4.0
d_d001878,spot_33,4.0
d_d011086,spot_375,5.0
d_d003989,spot_243,5.0
d_d002034,spot_482,4.0
d_d000395,spot_509,5.0
d_d005446,spot_69,5.0
d_d002317,spot_30,3.0
d_d000025,spot_51,5.0
d_d008161,spot_834,5.0
d_d000169,spot_30,5.0
d_d002288,spot_168,5.0
d_d002052,spot_120,5.0
d_d004817,spot_16,4.0
d_d000672,spot_835,5.0
d_d001279,spot_218,5.0
d_d006390,spot_218,5.0
d_d002513,spot_91,5.0
d_d006305,spot_82,5.0
d_d003917,spot_82,5.0
d_d010109,spot_8,5.0
d_d000105,spot_30,4.0
d_d000268,spot_5,5.0
d_d004522,spot_33,4.0
d_d001877,spot_192,5.0
d_d000419,spot_129,5.0
d_d004618,spot_103,4.0
d_d000120,spot_225,5.0
d_d009439,spot_837,5.0
d_d009042,spot_132,5.0
d_d002351,spot_8,5.0
d_d003049,spot_13,4.0
d_d000987,spot_44,4.0
d_d000966,spot_253,5.0
d_d001216,spot_58,5.0
d_d002135,spot_839,5.0
d_d004656,spot_78,4.0
d_d000122,spot_101,5.0
d_d005076,spot_131,5.0
d_d005955,spot_67,3.0
d_d002033,spot_41,2.0
d_d003050,spot_13,4.0
d_d004834,spot_58,5.0
d_d005254,spot_345,4.0
d_d012235,spot_99,3.0
d_d002611,spot_18,4.0
d_d000898,spot_54,4.0
d_d006390,spot_67,5.0
d_d003270,spot_132,5.0
d_d001315,spot_212,5.0
d_d003976,spot_448,3.0
d_d001436,spot_840,4.0
d_d006028,spot_386,4.0
d_d006098,spot_522,4.0
d_d001683,spot_440,4.0
d_d002009,spot_841,3.0
d_d004883,spot_30,4.0
d_d006839,spot_62,5.0
d_d007016,spot_609,3.0
d_d002349,spot_82,5.0
d_d000265,spot_51,4.0
d_d009147,spot_130,5.0
d_d002798,spot_7,3.0
d_d002965,spot_225,5.0
d_d005315,spot_147,3.0
d_d010069,spot_288,5.0
d_d006262,spot_58,5.0
d_d009041,spot_171,2.0
d_d006277,spot_235,3.0
d_d011515,spot_33,3.0
d_d002426,spot_844,5.0
d_d001785,spot_278,4.0
d_d001839,spot_331,4.0
d_d001242,spot_706,5.0
d_d002678,spot_25,4.0
d_d000228,spot_346,5.0
d_d002768,spot_57,5.0
d_d003777,spot_82,3.0
d_d002264,spot_13,5.0
d_d004753,spot_345,4.0
d_d001369,spot_13,5.0
d_d003445,spot_100,4.0
d_d000090,spot_179,3.0
d_d000768,spot_54,4.0
d_d006951,spot_847,5.0
d_d001835,spot_136,4.0
d_d003951,spot_286,4.0
d_d000080,spot_849,5.0
d_d009631,spot_386,5.0
d_d000747,spot_58,5.0
d_d000801,spot_62,4.0
d_d007963,spot_730,5.0
d_d003977,spot_44,5.0
d_d002591,spot_119,3.0
d_d007770,spot_714,5.0
d_d008242,spot_82,4.0
d_d007901,spot_218,5.0
d_d000429,spot_245,4.0
d_d004065,spot_6,4.0
d_d002009,spot_852,3.0
d_d000480,spot_13,5.0
d_d002447,spot_30,4.0
d_d011356,spot_199,3.0
d_d000431,spot_130,5.0
d_d010578,spot_16,5.0
d_d011757,spot_16,4.0
d_d006672,spot_16,3.0
d_d000218,spot_99,2.0
d_d000203,spot_9,4.0
d_d003620,spot_211,5.0
d_d000494,spot_41,4.0
d_d001841,spot_8,5.0
d_d006219,spot_100,4.0
d_d000190,spot_854,4.0
d_d007548,spot_82,5.0
d_d002642,spot_544,5.0
d_d005896,spot_25,5.0
d_d000479,spot_47,5.0
d_d009825,spot_13,5.0
d_d001757,spot_62,5.0
d_d003125,spot_180,5.0
d_d007728,spot_653,4.0
d_d000676,spot_326,2.0
d_d000583,spot_54,3.0
d_d002514,spot_6,5.0
d_d002643,spot_241,5.0
d_d010328,spot_25,5.0
d_d000718,spot_129,5.0
d_d000874,spot_33,5.0
d_d005241,spot_258,5.0
d_d001800,spot_57,5.0
d_d000881,spot_174,5.0
d_d004161,spot_102,5.0
d_d001038,spot_151,3.0
d_d002269,spot_128,4.0
d_d004908,spot_421,5.0
d_d009091,spot_82,5.0
d_d010557,spot_148,4.0
d_d000396,spot_151,5.0
d_d001993,spot_120,4.0
d_d001374,spot_8,4.0
d_d003005,spot_218,5.0
d_d003134,spot_174,4.0
d_d009794,spot_7,5.0
d_d000500,spot_12,4.0
d_d006740,spot_243,3.0
d_d001160,spot_6,3.0
d_d007870,spot_99,5.0
d_d001794,spot_8,3.0
d_d001353,spot_6,5.0
d_d002835,spot_179,4.0
d_d012354,spot_58,5.0
d_d002103,spot_83,4.0
d_d007600,spot_844,5.0
d_d006310,spot_10,2.0
d_d010109,spot_174,5.0
d_d004373,spot_65,3.0
d_d010348,spot_31,4.0
d_d000275,spot_99,2.0
d_d000547,spot_375,5.0
d_d005915,spot_390,4.0
d_d005357,spot_51,5.0
d_d009818,spot_44,5.0
d_d005742,spot_103,5.0
d_d000249,spot_19,2.0
d_d002747,spot_94,5.0
d_d012263,spot_104,5.0
d_d007629,spot_82,4.0
d_d002747,spot_58,5.0
d_d010436,spot_155,5.0
d_d003029,spot_58,3.0
d_d004730,spot_76,5.0
d_d002713,spot_182,4.0
d_d002447,spot_151,5.0
d_d010850,spot_380,5.0
d_d001357,spot_41,4.0
d_d001783,spot_54,4.0
d_d004830,spot_327,5.0
a_a004595,spot_13,5.0
d_d003762,spot_862,5.0
d_d001260,spot_82,5.0
d_d001418,spot_863,5.0
d_d005896,spot_864,5.0
d_d003094,spot_19,2.0
d_d009988,spot_16,4.0
d_d005050,spot_168,5.0
d_d009484,spot_691,5.0
d_d001350,spot_7,5.0
d_d001655,spot_31,5.0
d_d005977,spot_722,5.0
d_d001259,spot_568,1.0
d_d011722,spot_101,5.0
d_d004849,spot_31,5.0
d_d011821,spot_92,5.0
d_d006130,spot_110,5.0
d_d004833,spot_692,2.0
d_d000487,spot_78,4.0
d_d011515,spot_866,4.0
d_d009379,spot_82,4.0
d_d004103,spot_218,4.0
d_d003169,spot_16,3.0
d_d010373,spot_54,5.0
d_d011721,spot_868,5.0
d_d002094,spot_105,5.0
d_d009014,spot_47,5.0
d_d010462,spot_82,5.0
d_d002264,spot_6,5.0
d_d007377,spot_65,5.0
d_d012235,spot_869,3.0
d_d004961,spot_30,5.0
d_d004849,spot_90,4.0
d_d003463,spot_58,4.0
d_d005310,spot_101,4.0
d_d000682,spot_870,4.0
d_d002264,spot_92,5.0
d_d000755,spot_82,5.0
d_d001671,spot_92,4.0
d_d001949,spot_204,3.0
d_d007500,spot_16,3.0
d_d005963,spot_174,5.0
d_d000761,spot_82,3.0
d_d004203,spot_239,5.0
d_d001653,spot_65,5.0
d_d003789,spot_192,4.0
d_d011471,spot_432,5.0
d_d001504,spot_871,4.0
d_d002485,spot_142,5.0
d_d009007,spot_780,4.0
d_d008975,spot_143,4.0
d_d001399,spot_288,5.0
d_d001429,spot_370,3.0
d_d001374,spot_76,4.0
d_d002664,spot_97,4.0
d_d004449,spot_3,1.0
d_d007735,spot_174,5.0
d_d000846,spot_872,4.0
d_d001785,spot_58,4.0
d_d010686,spot_408,5.0
d_d006036,spot_873,5.0
d_d005761,spot_30,5.0
d_d006732,spot_82,5.0
d_d003840,spot_534,5.0
d_d006672,spot_174,4.0
d_d004850,spot_51,4.0
d_d004444,spot_362,4.0
d_d003030,spot_12,5.0
d_d006919,spot_107,4.0
d_d003234,spot_875,2.0
d_d012263,spot_462,4.0
d_d006862,spot_129,4.0
d_d001841,spot_130,4.0
d_d002850,spot_82,4.0
d_d002634,spot_462,5.0
d_d001060,spot_242,5.0
d_d002363,spot_83,4.0
d_d002507,spot_30,5.0
d_d004633,spot_877,3.0
d_d001883,spot_242,4.0
d_d003886,spot_78,5.0
d_d003928,spot_31,5.0
d_d002761,spot_104,3.0
d_d005892,spot_5,4.0
d_d002114,spot_380,4.0
d_d003030,spot_224,5.0
d_d001588,spot_218,5.0
d_d001662,spot_143,4.0
d_d009439,spot_62,4.0
d_d000889,spot_390,5.0
d_d000415,spot_106,3.0
d_d001403,spot_132,4.0
d_d006855,spot_7,4.0
d_d010231,spot_131,5.0
d_d009068,spot_16,4.0
d_d005915,spot_78,4.0
d_d004138,spot_635,5.0
d_d004583,spot_13,5.0
d_d010667,spot_66,5.0
d_d001856,spot_66,5.0
d_d000607,spot_30,3.0
d_d000396,spot_110,4.0
d_d002264,spot_16,5.0
d_d004058,spot_54,3.0
d_d004031,spot_346,4.0
d_d009620,spot_71,5.0
d_d000761,spot_33,5.0
d_d001391,spot_75,4.0
d_d005955,spot_2,4.0
d_d008247,spot_135,5.0
d_d010758,spot_147,5.0
d_d006121,spot_76,5.0
d_d000842,spot_16,5.0
d_d009621,spot_7,5.0
d_d000108,spot_58,4.0
d_d005620,spot_83,4.0
d_d001625,spot_151,4.0
d_d000802,spot_389,5.0
d_d002713,spot_13,4.0
d_d004214,spot_446,5.0
d_d001403,spot_82,4.0
d_d000418,spot_62,4.0
d_d000902,spot_18,3.0
d_d001707,spot_595,5.0
d_d002033,spot_82,4.0
d_d000219,spot_130,4.0
d_d002419,spot_6,5.0
d_d002147,spot_255,5.0
d_d002166,spot_13,4.0
d_d003543,spot_102,3.0
d_d000374,spot_174,5.0
d_d001916,spot_30,4.0
d_d000810,spot_386,4.0
d_d010075,spot_58,4.0
d_d002363,spot_148,4.0
d_d004982,spot_19,5.0
d_d002944,spot_243,4.0
d_d012203,spot_136,5.0
d_d003619,spot_881,4.0
d_d003649,spot_477,4.0
d_d002821,spot_882,5.0
d_d001260,spot_103,5.0
d_d010238,spot_883,4.0
d_d002766,spot_110,5.0
d_d000825,spot_66,4.0
d_d002239,spot_163,4.0
d_d010369,spot_78,5.0
a_a012195,spot_360,4.0
d_d002015,spot_125,4.0
d_d007013,spot_629,4.0
d_d010668,spot_2,4.0
d_d000275,spot_801,5.0
d_d003042,spot_522,4.0
d_d001457,spot_82,5.0
d_d003239,spot_99,5.0
d_d001883,spot_25,4.0
d_d003005,spot_82,4.0
d_d011086,spot_131,5.0
d_d007484,spot_33,4.0
d_d001937,spot_16,3.0
d_d002640,spot_13,5.0
d_d000912,spot_88,5.0
d_d009089,spot_25,5.0
d_d000218,spot_58,4.0
d_d001473,spot_58,5.0
d_d001580,spot_2,5.0
d_d011890,spot_580,4.0
d_d002283,spot_99,4.0
d_d001470,spot_82,5.0
d_d003928,spot_884,5.0
d_d001160,spot_400,5.0
d_d001839,spot_58,4.0
d_d009042,spot_253,5.0
d_d004914,spot_30,4.0
d_d009153,spot_19,3.0
d_d000435,spot_19,3.0
d_d007488,spot_82,5.0
d_d002158,spot_433,4.0
d_d002976,spot_228,5.0
d_d005896,spot_54,4.0
d_d007401,spot_888,5.0
d_d009653,spot_74,2.0
d_d002306,spot_184,4.0
d_d006018,spot_33,4.0
d_d003432,spot_265,5.0
d_d010389,spot_16,5.0
d_d007452,spot_572,5.0
d_d002744,spot_16,3.0
d_d007127,spot_151,5.0
d_d002563,spot_19,3.0
d_d001296,spot_16,3.0
d_d006979,spot_64,3.0
d_d010760,spot_168,3.0
d_d009194,spot_385,5.0
d_d006711,spot_13,5.0
d_d004888,spot_5,5.0
d_d002423,spot_6,5.0
d_d009816,spot_475,5.0
d_d007634,spot_7,5.0
d_d001775,spot_16,5.0
d_d000412,spot_66,4.0
d_d007759,spot_30,5.0
d_d003867,spot_66,5.0
d_d003534,spot_16,3.0
d_d001472,spot_367,1.0
d_d000412,spot_130,3.0
d_d003270,spot_66,5.0
d_d000552,spot_82,5.0
d_d007600,spot_16,5.0
d_d000012,spot_893,5.0
d_d002440,spot_390,5.0
d_d011177,spot_151,5.0
d_d002208,spot_51,5.0
d_d002816,spot_94,5.0
d_d000589,spot_432,5.0
d_d010997,spot_97,5.0
d_d000811,spot_16,4.0
d_d005222,spot_54,3.0
d_d005344,spot_13,5.0
d_d000391,spot_235,4.0
d_d000692,spot_54,4.0
d_d006753,spot_613,4.0
d_d003736,spot_218,5.0
d_d000072,spot_94,4.0
d_d000572,spot_101,4.0
d_d000101,spot_27,3.0
d_d009301,spot_16,5.0
d_d007942,spot_78,4.0
d_d007835,spot_42,5.0
d_d006672,spot_168,3.0
d_d001934,spot_196,5.0
d_d001728,spot_78,4.0
d_d006753,spot_16,4.0
d_d010849,spot_88,5.0
d_d003456,spot_13,5.0
d_d006060,spot_390,5.0
d_d002847,spot_41,5.0
d_d002080,spot_894,3.0
d_d001593,spot_282,3.0
d_d004982,spot_605,5.0
d_d001527,spot_51,4.0
d_d000030,spot_47,5.0
d_d004491,spot_147,5.0
d_d002098,spot_130,4.0
d_d002165,spot_109,4.0
d_d011377,spot_131,4.0
d_d000072,spot_74,3.0
d_d000840,spot_155,5.0
d_d004827,spot_647,5.0
d_d000666,spot_474,4.0
d_d000241,spot_47,5.0
d_d002176,spot_148,5.0
d_d009800,spot_92,5.0
d_d004486,spot_128,4.0
d_d004833,spot_222,3.0
d_d000990,spot_64,5.0
d_d006919,spot_477,5.0
d_d000278,spot_846,4.0
d_d004201,spot_92,4.0
d_d000228,spot_120,5.0
d_d002771,spot_54,5.0
d_d000343,spot_88,4.0
d_d000475,spot_103,4.0
d_d000790,spot_18,5.0
d_d005261,spot_211,3.0
d_d004838,spot_717,4.0
d_d000546,spot_58,5.0
d_d000770,spot_896,5.0
d_d007963,spot_27,5.0
d_d000030,spot_40,5.0
d_d005979,spot_174,5.0
d_d000534,spot_58,5.0
d_d001629,spot_16,4.0
d_d001689,spot_897,3.0
d_d005987,spot_189,5.0
d_d001535,spot_130,5.0
d_d010207,spot_135,3.0
d_d001406,spot_155,4.0
d_d003731,spot_129,5.0
d_d005215,spot_18,4.0
d_d001387,spot_154,4.0
d_d006917,spot_303,4.0
d_d000682,spot_524,5.0
d_d004945,spot_13,4.0
d_d009350,spot_16,4.0
d_d000518,spot_51,5.0
d_d001030,spot_131,4.0
d_d011816,spot_222,5.0
d_d000130,spot_474,4.0
d_d000326,spot_147,5.0
d_d012472,spot_82,4.0
d_d006952,spot_101,3.0
d_d000345,spot_54,3.0
d_d003575,spot_702,5.0
d_d001160,spot_19,4.0
d_d002503,spot_259,4.0
d_d009647,spot_174,4.0
d_d001843,spot_6,4.0
d_d002590,spot_19,3.0
d_d001532,spot_326,3.0
d_d002111,spot_104,4.0
d_d006189,spot_13,3.0
d_d003839,spot_213,3.0
d_d005310,spot_635,3.0
d_d003629,spot_128,5.0
d_d002482,spot_132,3.0
d_d000747,spot_291,5.0
d_d011429,spot_7,5.0
d_d008221,spot_41,4.0
d_d010363,spot_171,3.0
d_d004049,spot_96,4.0
d_d006984,spot_155,5.0
d_d004284,spot_441,5.0
d_d001625,spot_82,4.0
d_d007893,spot_31,4.0
d_d009086,spot_92,5.0
d_d006310,spot_137,4.0
d_d002054,spot_57,4.0
d_d001378,spot_265,5.0
d_d004588,spot_218,4.0
d_d009683,spot_41,4.0
d_d003120,spot_131,4.0
d_d008963,spot_88,3.0
d_d004446,spot_58,5.0
d_d011722,spot_7,3.0
d_d002349,spot_276,3.0
d_d000208,spot_47,4.0
d_d009697,spot_16,5.0
d_d002308,spot_25,5.0
d_d002958,spot_509,4.0
d_d002351,spot_484,5.0
d_d002485,spot_92,4.0
d_d012421,spot_82,4.0
d_d003742,spot_142,4.0
d_d002035,spot_706,3.0
d_d009653,spot_485,5.0
d_d002273,spot_83,5.0
d_d002732,spot_86,5.0
d_d002421,spot_143,5.0
d_d009263,spot_132,5.0
d_d002771,spot_58,5.0
d_d012235,spot_3,4.0
d_d007848,spot_41,5.0
d_d001908,spot_16,4.0
d_d006689,spot_234,4.0
d_d010159,spot_173,3.0
d_d003962,spot_92,5.0
d_d002428,spot_82,4.0
d_d000790,spot_387,5.0
d_d001615,spot_901,4.0
d_d001394,spot_520,5.0
d_d006977,spot_13,5.0
d_d005574,spot_2,4.0
d_d000746,spot_82,4.0
d_d008030,spot_255,4.0
d_d012054,spot_103,5.0
d_d003098,spot_397,5.0
d_d001585,spot_82,5.0
d_d010671,spot_16,5.0
d_d001916,spot_283,4.0
d_d002527,spot_168,5.0
d_d003287,spot_58,5.0
d_d009045,spot_6,4.0
d_d001413,spot_218,5.0
d_d004338,spot_569,4.0
d_d001453,spot_671,2.0
d_d002432,spot_613,4.0
d_d001729,spot_92,5.0
d_d001403,spot_6,5.0
d_d001801,spot_293,5.0
d_d003047,spot_274,5.0
d_d009946,spot_51,4.0
d_d008208,spot_78,4.0
d_d002944,spot_245,4.0
d_d007844,spot_125,4.0
d_d003657,spot_474,4.0
d_d009825,spot_201,5.0
d_d010369,spot_184,5.0
d_d002034,spot_902,4.0
d_d001411,spot_228,4.0
d_d001637,spot_174,5.0
d_d001586,spot_75,5.0
d_d000161,spot_408,4.0
d_d012413,spot_564,3.0
d_d000222,spot_903,3.0
d_d004021,spot_54,4.0
d_d000381,spot_82,4.0
d_d001399,spot_82,4.0
d_d008222,spot_92,5.0
d_d009379,spot_521,4.0
d_d002529,spot_99,4.0
d_d001147,spot_16,5.0
d_d001360,spot_16,4.0
d_d003563,spot_13,5.0
d_d005896,spot_458,4.0
d_d004070,spot_259,4.0
d_d004529,spot_282,5.0
d_d000274,spot_906,5.0
d_d009284,spot_16,3.0
d_d001378,spot_66,5.0
d_d005222,spot_16,4.0
d_d003989,spot_909,5.0
d_d005405,spot_220,3.0
d_d000630,spot_104,5.0
d_d000516,spot_132,5.0
d_d004801,spot_13,5.0
d_d004753,spot_30,4.0
d_d003649,spot_911,4.0
d_d009350,spot_58,4.0
d_d000391,spot_659,5.0
d_d004334,spot_46,4.0
d_d009718,spot_346,5.0
d_d008050,spot_142,5.0
d_d001893,spot_83,4.0
d_d001315,spot_92,5.0
d_d002706,spot_82,5.0
d_d002358,spot_110,4.0
d_d002969,spot_58,4.0
d_d001559,spot_336,5.0
d_d002158,spot_135,4.0
d_d001624,spot_6,5.0
d_d005344,spot_16,4.0
d_d003798,spot_755,4.0
d_d001779,spot_259,5.0
d_d011538,spot_136,5.0
d_d007806,spot_613,4.0
d_d000889,spot_19,3.0
d_d006985,spot_6,2.0
d_d001046,spot_184,5.0
d_d009717,spot_83,4.0
d_d002416,spot_101,3.0
d_d002807,spot_6,3.0
d_d001381,spot_110,3.0
d_d010231,spot_57,5.0
d_d004802,spot_89,5.0
d_d010245,spot_30,5.0
d_d002983,spot_16,3.0
d_d002732,spot_101,5.0
d_d003586,spot_192,4.0
d_d006167,spot_222,1.0
d_d005997,spot_16,5.0
d_d001934,spot_129,5.0
d_d003456,spot_109,5.0
d_d001598,spot_109,4.0
d_d000878,spot_117,5.0
d_d002308,spot_13,4.0
d_d002841,spot_67,4.0
d_d003650,spot_107,5.0
d_d004753,spot_6,4.0
d_d012472,spot_389,5.0
d_d002327,spot_131,4.0
d_d001934,spot_279,5.0
d_d004730,spot_30,5.0
d_d009470,spot_30,4.0
d_d003563,spot_303,4.0
d_d009073,spot_75,5.0
d_d001707,spot_130,5.0
d_d002357,spot_51,5.0
d_d000488,spot_731,5.0
d_d006121,spot_19,4.0
d_d001916,spot_82,4.0
d_d000511,spot_7,4.0
d_d012393,spot_58,5.0
d_d004056,spot_15,3.0
d_d000142,spot_595,5.0
d_d001876,spot_236,4.0
d_d002158,spot_903,3.0
d_d000524,spot_909,5.0
d_d010281,spot_5,5.0
d_d003650,spot_33,5.0
d_d008982,spot_92,3.0
d_d007572,spot_7,5.0
d_d000766,spot_919,5.0
d_d005060,spot_105,5.0
d_d011349,spot_66,4.0
d_d001315,spot_82,5.0
d_d001757,spot_759,5.0
d_d009946,spot_44,3.0
d_d007552,spot_628,3.0
d_d003094,spot_174,2.0
d_d007016,spot_474,4.0
d_d002683,spot_44,5.0
d_d006080,spot_303,5.0
d_d010760,spot_224,3.0
d_d010462,spot_915,5.0
d_d010328,spot_234,5.0
d_d000116,spot_102,2.0
d_d003470,spot_128,4.0
d_d000105,spot_34,3.0
d_d003534,spot_41,3.0
d_d003861,spot_86,5.0
d_d002558,spot_13,5.0
d_d009113,spot_921,5.0
d_d009825,spot_922,5.0
d_d005296,spot_30,4.0
d_d003951,spot_101,5.0
d_d005005,spot_327,5.0
d_d010197,spot_131,5.0
d_d009449,spot_82,4.0
d_d000170,spot_184,4.0
d_d000631,spot_94,5.0
d_d005916,spot_104,5.0
d_d001554,spot_66,5.0
d_d000780,spot_40,4.0
d_d004432,spot_8,5.0
d_d009694,spot_13,5.0
d_d005128,spot_923,5.0
d_d009603,spot_82,4.0
d_d006979,spot_924,5.0
d_d009638,spot_13,4.0
d_d000142,spot_362,4.0
d_d009263,spot_67,5.0
d_d009124,spot_41,2.0
d_d001471,spot_130,5.0
d_d004431,spot_11,5.0
d_d002166,spot_82,4.0
d_d005226,spot_216,5.0
d_d001418,spot_84,5.0
d_d005998,spot_256,4.0
d_d006137,spot_264,4.0
d_d007518,spot_82,3.0
d_d004349,spot_353,5.0
d_d001340,spot_278,5.0
d_d000148,spot_927,5.0
d_d010030,spot_16,3.0
d_d001570,spot_379,4.0
d_d009861,spot_274,4.0
d_d000039,spot_58,5.0
d_d001893,spot_168,5.0
d_d002671,spot_11,4.0
d_d000293,spot_92,5.0
d_d001998,spot_283,3.0
d_d000187,spot_1,5.0
d_d001937,spot_83,4.0
d_d002341,spot_239,5.0
d_d011513,spot_33,5.0
d_d002978,spot_918,5.0
d_d000159,spot_129,5.0
d_d002561,spot_31,4.0
d_d002495,spot_929,5.0
d_d004583,spot_211,5.0
d_d000552,spot_341,4.0
d_d004370,spot_41,5.0
d_d000170,spot_51,5.0
d_d006731,spot_34,5.0
d_d002114,spot_33,5.0
d_d009295,spot_82,3.0
d_d004228,spot_41,5.0
d_d006228,spot_130,4.0
d_d000513,spot_206,5.0
d_d009609,spot_212,5.0
d_d000769,spot_202,3.0
d_d010226,spot_40,5.0
d_d000677,spot_391,4.0
d_d007389,spot_301,4.0
d_d012463,spot_362,5.0
d_d008247,spot_216,5.0
d_d002581,spot_107,5.0
d_d008156,spot_83,5.0
d_d010521,spot_274,4.0
d_d005782,spot_107,5.0
d_d009054,spot_31,4.0
d_d002465,spot_441,3.0
d_d001615,spot_383,5.0
d_d002514,spot_110,3.0
d_d009301,spot_313,5.0
d_d008008,spot_257,5.0
d_d007584,spot_16,2.0
d_d006862,spot_151,5.0
d_d002678,spot_54,5.0
d_d002713,spot_62,3.0
d_d010257,spot_23,5.0
d_d000002,spot_222,3.0
d_d010389,spot_127,4.0
d_d007844,spot_7,5.0
d_d001607,spot_707,5.0
d_d004124,spot_509,3.0
d_d000540,spot_75,5.0
d_d009208,spot_216,4.0
d_d001508,spot_18,5.0
d_d006191,spot_78,4.0
d_d009189,spot_931,3.0
d_d009480,spot_51,4.0
d_d003286,spot_54,2.0
d_d009265,spot_168,5.0
d_d000530,spot_429,4.0
d_d000352,spot_129,5.0
d_d006135,spot_31,5.0
d_d001761,spot_33,4.0
d_d004453,spot_82,3.0
d_d009086,spot_125,4.0
d_d000352,spot_30,4.0
d_d003442,spot_67,5.0
d_d009039,spot_844,5.0
d_d010217,spot_168,5.0
d_d004833,spot_933,5.0
d_d009222,spot_142,5.0
d_d002450,spot_168,4.0
d_d001784,spot_934,5.0
d_d010272,spot_51,5.0
d_d004601,spot_67,5.0
d_d007803,spot_101,5.0
d_d009116,spot_151,5.0
d_d001508,spot_65,4.0
d_d000365,spot_83,5.0
d_d001207,spot_16,3.0
d_d011016,spot_58,4.0
d_d005916,spot_177,5.0
d_d003763,spot_103,4.0
d_d003543,spot_130,5.0
d_d002038,spot_326,4.0
d_d001760,spot_13,3.0
d_d004823,spot_125,2.0
d_d010159,spot_44,4.0
d_d000914,spot_935,5.0
d_d001367,spot_30,5.0
d_d010061,spot_16,4.0
d_d002824,spot_168,5.0
d_d001193,spot_239,5.0
d_d001628,spot_211,5.0
d_d006312,spot_394,4.0
d_d002027,spot_94,5.0
d_d001653,spot_82,5.0
d_d005811,spot_937,4.0
d_d004772,spot_82,5.0
d_d002906,spot_242,4.0
d_d001437,spot_58,5.0
d_d010534,spot_25,5.0
d_d002958,spot_31,5.0
d_d003180,spot_58,5.0
d_d003521,spot_298,4.0
d_d005144,spot_62,5.0
d_d007169,spot_16,5.0
d_d006312,spot_326,5.0
d_d000352,spot_109,4.0
d_d010492,spot_82,4.0
d_d006836,spot_496,5.0
d_d003976,spot_33,4.0
d_d000178,spot_136,4.0
d_d000956,spot_102,4.0
d_d003281,spot_83,5.0
d_d006278,spot_331,5.0
d_d010354,spot_839,5.0
d_d000479,spot_54,4.0
d_d006237,spot_69,5.0
d_d009017,spot_938,5.0
d_d001827,spot_16,5.0
d_d001735,spot_130,4.0
d_d003046,spot_220,4.0
d_d000291,spot_182,5.0
d_d000157,spot_99,3.0
d_d001470,spot_86,3.0
d_d000258,spot_82,5.0
d_d004328,spot_708,5.0
d_d012235,spot_100,4.0
d_d010534,spot_245,4.0
d_d000895,spot_467,5.0
d_d001729,spot_323,5.0
d_d000002,spot_30,4.0
d_d004390,spot_23,5.0
d_d006214,spot_62,5.0
d_d004432,spot_57,4.0
d_d003617,spot_92,5.0
d_d001699,spot_130,4.0
d_d009807,spot_478,3.0
d_d002664,spot_146,4.0
d_d003671,spot_100,5.0
d_d000074,spot_283,4.0
d_d003854,spot_131,5.0
d_d002713,spot_130,4.0
d_d000458,spot_89,3.0
d_d008141,spot_2,3.0
d_d005416,spot_7,4.0
d_d001164,spot_174,5.0
d_d002525,spot_13,4.0
d_d003045,spot_30,4.0
d_d000841,spot_30,4.0
d_d010389,spot_168,5.0
d_d009380,spot_82,5.0
d_d005228,spot_168,5.0
d_d000179,spot_58,5.0
d_d004449,spot_486,5.0
d_d010155,spot_30,3.0
d_d001661,spot_51,4.0
d_d003617,spot_86,4.0
d_d000990,spot_64,5.0
d_d001353,spot_319,5.0
d_d003977,spot_940,5.0
d_d012370,spot_136,5.0
d_d002308,spot_245,4.0
d_d009828,spot_82,3.0
d_d006694,spot_110,4.0
d_d005922,spot_194,4.0
d_d000435,spot_16,3.0
d_d000218,spot_88,5.0
d_d003374,spot_220,2.0
d_d006378,spot_942,5.0
d_d009805,spot_691,5.0
d_d004100,spot_33,4.0
d_d001648,spot_13,5.0
d_d000762,spot_136,5.0
d_d005540,spot_761,5.0
d_d002284,spot_151,5.0
d_d003564,spot_710,4.0
d_d006121,spot_173,4.0
d_d001753,spot_62,5.0
d_d004449,spot_240,1.0
d_d002678,spot_173,4.0
d_d000487,spot_62,4.0
d_d007391,spot_228,4.0
d_d006129,spot_25,3.0
d_d000676,spot_49,5.0
d_d000243,spot_945,5.0
d_d010159,spot_8,4.0
